Date,Universe,Model,Calib,Ticker,Weight
2011-06-30,ALL,RF_longonly,quantile,BITW,6.5854834848904616e-12
2011-07-31,ALL,RF_longonly,quantile,BITW,9.52733660400202e-12
2011-08-31,ALL,RF_longonly,quantile,BITW,3.5177541398005755e-12
2011-09-30,ALL,RF_longonly,quantile,BITW,1.1222974319938392e-12
2011-10-31,ALL,RF_longonly,quantile,BITW,1.9747630348873644e-13
2011-11-30,ALL,RF_longonly,quantile,BITW,0.03636363636491757
2011-12-31,ALL,RF_longonly,quantile,BITW,1.3316128446401902e-12
2012-01-31,ALL,RF_longonly,quantile,BITW,3.068036275671722e-12
2012-02-29,ALL,RF_longonly,quantile,BITW,5.01462601991265e-12
2012-03-31,ALL,RF_longonly,quantile,BITW,4.267230438461461e-12
2012-04-30,ALL,RF_longonly,quantile,BITW,4.400132919497373e-12
2012-05-31,ALL,RF_longonly,quantile,BITW,5.634339242331329e-12
2012-06-30,ALL,RF_longonly,quantile,BITW,3.289694334303803e-12
2012-07-31,ALL,RF_longonly,quantile,BITW,1.7658130984366195e-12
2012-08-31,ALL,RF_longonly,quantile,BITW,3.2484089798599875e-12
2012-09-30,ALL,RF_longonly,quantile,BITW,3.272237654953614e-12
2012-10-31,ALL,RF_longonly,quantile,BITW,3.4206335685379675e-12
2012-11-30,ALL,RF_longonly,quantile,BITW,2.5690316472953134e-12
2012-12-31,ALL,RF_longonly,quantile,BITW,6.0084180506064745e-12
2013-01-31,ALL,RF_longonly,quantile,BITW,1.718440792310138e-12
2013-02-28,ALL,RF_longonly,quantile,BITW,1.1412173846676522e-12
2013-03-31,ALL,RF_longonly,quantile,BITW,3.058692829229744e-13
2013-04-30,ALL,RF_longonly,quantile,BITW,2.6030880860417127e-13
2013-05-31,ALL,RF_longonly,quantile,BITW,0.1249999998776731
2013-06-30,ALL,RF_longonly,quantile,BITW,0.1249999999957776
2013-07-31,ALL,RF_longonly,quantile,BITW,1.3046034708435307e-11
2013-08-31,ALL,RF_longonly,quantile,BITW,0.050000000000939945
2013-09-30,ALL,RF_longonly,quantile,BITW,2.2955361932500368e-14
2013-10-31,ALL,RF_longonly,quantile,BITW,2.21317343219177e-12
2013-11-30,ALL,RF_longonly,quantile,BITW,1.9249884867143354e-13
2013-12-31,ALL,RF_longonly,quantile,BITW,7.869679328778009e-14
2014-01-31,ALL,RF_longonly,quantile,BITW,2.6007222004698102e-12
2014-02-28,ALL,RF_longonly,quantile,BITW,0.0
2014-03-31,ALL,RF_longonly,quantile,BITW,2.773866814040877e-14
2014-04-30,ALL,RF_longonly,quantile,BITW,0.0
2014-05-31,ALL,RF_longonly,quantile,BITW,1.9722370828536037e-12
2014-06-30,ALL,RF_longonly,quantile,BITW,2.846465861659555e-13
2014-07-31,ALL,RF_longonly,quantile,BITW,4.78539963021545e-13
2014-08-31,ALL,RF_longonly,quantile,BITW,1.7360325604110385e-12
2014-09-30,ALL,RF_longonly,quantile,BITW,0.09999999999800432
2014-10-31,ALL,RF_longonly,quantile,BITW,1.6173744927701834e-13
2014-11-30,ALL,RF_longonly,quantile,BITW,3.8507770519652253e-13
2014-12-31,ALL,RF_longonly,quantile,BITW,0.0500000000008891
2015-01-31,ALL,RF_longonly,quantile,BITW,0.024999999999600925
2015-02-28,ALL,RF_longonly,quantile,BITW,3.8083639598634045e-13
2015-03-31,ALL,RF_longonly,quantile,BITW,6.0910869295987355e-12
2015-04-30,ALL,RF_longonly,quantile,BITW,1.3471314608423786e-13
2015-05-31,ALL,RF_longonly,quantile,BITW,6.411256017370629e-12
2015-06-30,ALL,RF_longonly,quantile,BITW,4.833492842546088e-13
2015-07-31,ALL,RF_longonly,quantile,BITW,4.0075132466784724e-13
2015-08-31,ALL,RF_longonly,quantile,BITW,0.09999999999955574
2015-09-30,ALL,RF_longonly,quantile,BITW,0.09999999999965661
2015-10-31,ALL,RF_longonly,quantile,BITW,0.09999999998167095
2015-11-30,ALL,RF_longonly,quantile,BITW,0.11428571428581158
2015-12-31,ALL,RF_longonly,quantile,BITW,0.06666666666664332
2016-01-31,ALL,RF_longonly,quantile,BITW,0.13333333333304895
2016-02-29,ALL,RF_longonly,quantile,BITW,0.06666666666609672
2016-03-31,ALL,RF_longonly,quantile,BITW,1.3041455837338384e-13
2016-04-30,ALL,RF_longonly,quantile,BITW,1.3046375740994075e-12
2016-05-31,ALL,RF_longonly,quantile,BITW,5.681402407959321e-14
2016-06-30,ALL,RF_longonly,quantile,BITW,1.4551441763346286e-13
2016-07-31,ALL,RF_longonly,quantile,BITW,4.0680091842377415e-13
2016-08-31,ALL,RF_longonly,quantile,BITW,0.06666666664884162
2016-09-30,ALL,RF_longonly,quantile,BITW,6.794524541153319e-13
2016-10-31,ALL,RF_longonly,quantile,BITW,0.033333333332785056
2016-11-30,ALL,RF_longonly,quantile,BITW,1.1131835298933508e-12
2016-12-31,ALL,RF_longonly,quantile,BITW,4.4751425831818194e-14
2017-01-31,ALL,RF_longonly,quantile,BITW,6.783664568089234e-14
2017-02-28,ALL,RF_longonly,quantile,BITW,9.321532998241896e-15
2017-03-31,ALL,RF_longonly,quantile,BITW,1.9476623953293147e-14
2017-04-30,ALL,RF_longonly,quantile,BITW,0.0
2017-05-31,ALL,RF_longonly,quantile,BITW,0.0
2017-06-30,ALL,RF_longonly,quantile,BITW,6.148513906205944e-15
2017-07-31,ALL,RF_longonly,quantile,BITW,0.0
2017-08-31,ALL,RF_longonly,quantile,BITW,0.0
2017-09-30,ALL,RF_longonly,quantile,BITW,0.0
2017-10-31,ALL,RF_longonly,quantile,BITW,5.148643350310231e-13
2017-11-30,ALL,RF_longonly,quantile,BITW,4.585356080210323e-13
2017-12-31,ALL,RF_longonly,quantile,BITW,2.173237541203785e-13
2018-01-31,ALL,RF_longonly,quantile,BITW,1.1559280455065465e-14
2018-02-28,ALL,RF_longonly,quantile,BITW,2.9752861394090886e-12
2018-03-31,ALL,RF_longonly,quantile,BITW,2.4295760275596978e-11
2018-04-30,ALL,RF_longonly,quantile,BITW,1.7781302880710483e-13
2018-05-31,ALL,RF_longonly,quantile,BITW,3.21094194692084e-12
2018-06-30,ALL,RF_longonly,quantile,BITW,1.2027576684336162e-12
2018-07-31,ALL,RF_longonly,quantile,BITW,1.905858157387826e-14
2018-08-31,ALL,RF_longonly,quantile,BITW,5.447516976316018e-12
2018-09-30,ALL,RF_longonly,quantile,BITW,2.6866605569233537e-13
2018-10-31,ALL,RF_longonly,quantile,BITW,1.0517461599629504e-13
2018-11-30,ALL,RF_longonly,quantile,BITW,4.5299955127726444e-13
2018-12-31,ALL,RF_longonly,quantile,BITW,1.8665313571254894e-12
2019-01-31,ALL,RF_longonly,quantile,BITW,1.7661733142353653e-14
2019-02-28,ALL,RF_longonly,quantile,BITW,0.0
2019-03-31,ALL,RF_longonly,quantile,BITW,0.0
2019-04-30,ALL,RF_longonly,quantile,BITW,0.0
2019-05-31,ALL,RF_longonly,quantile,BITW,1.5314537770571663e-13
2019-06-30,ALL,RF_longonly,quantile,BITW,0.0
2019-07-31,ALL,RF_longonly,quantile,BITW,2.3078727509413228e-14
2019-08-31,ALL,RF_longonly,quantile,BITW,1.3549169851674707e-14
2019-09-30,ALL,RF_longonly,quantile,BITW,2.1087815204489342e-14
2019-10-31,ALL,RF_longonly,quantile,BITW,1.0249577853711304e-14
2019-11-30,ALL,RF_longonly,quantile,BITW,5.331103122406637e-12
2019-12-31,ALL,RF_longonly,quantile,BITW,6.117142348308258e-12
2020-01-31,ALL,RF_longonly,quantile,BITW,5.23487950569485e-13
2020-02-29,ALL,RF_longonly,quantile,BITW,3.980884927382688e-11
2020-03-31,ALL,RF_longonly,quantile,BITW,0.19999999996274914
2020-04-30,ALL,RF_longonly,quantile,BITW,2.2040293825916127e-12
2020-05-31,ALL,RF_longonly,quantile,BITW,0.0
2020-06-30,ALL,RF_longonly,quantile,BITW,0.0
2020-07-31,ALL,RF_longonly,quantile,BITW,0.0
2020-08-31,ALL,RF_longonly,quantile,BITW,0.0
2020-09-30,ALL,RF_longonly,quantile,BITW,3.479854267738952e-14
2020-10-31,ALL,RF_longonly,quantile,BITW,0.0
2020-11-30,ALL,RF_longonly,quantile,BITW,0.0
2020-12-31,ALL,RF_longonly,quantile,BITW,0.0
2021-01-31,ALL,RF_longonly,quantile,BITW,0.0
2021-02-28,ALL,RF_longonly,quantile,BITW,0.0
2021-03-31,ALL,RF_longonly,quantile,BITW,0.0
2021-04-30,ALL,RF_longonly,quantile,BITW,5.927871878942616e-14
2021-05-31,ALL,RF_longonly,quantile,BITW,0.0
2021-06-30,ALL,RF_longonly,quantile,BITW,1.0196365490765297e-13
2021-07-31,ALL,RF_longonly,quantile,BITW,3.8243988908770217e-13
2021-08-31,ALL,RF_longonly,quantile,BITW,1.450697548460407e-13
2021-09-30,ALL,RF_longonly,quantile,BITW,3.0918250685200417e-12
2021-10-31,ALL,RF_longonly,quantile,BITW,1.2837856127749032e-13
2021-11-30,ALL,RF_longonly,quantile,BITW,0.19999999999849805
2021-12-31,ALL,RF_longonly,quantile,BITW,6.632043569090384e-14
2022-01-31,ALL,RF_longonly,quantile,BITW,2.1138614592196817e-12
2022-02-28,ALL,RF_longonly,quantile,BITW,6.202918874830799e-14
2022-03-31,ALL,RF_longonly,quantile,BITW,0.0
2022-04-30,ALL,RF_longonly,quantile,BITW,2.9679370357941862e-12
2022-05-31,ALL,RF_longonly,quantile,BITW,0.0
2022-06-30,ALL,RF_longonly,quantile,BITW,2.2250823115489295e-12
2022-07-31,ALL,RF_longonly,quantile,BITW,7.051584718570973e-15
2022-08-31,ALL,RF_longonly,quantile,BITW,0.09999999997988904
2022-09-30,ALL,RF_longonly,quantile,BITW,0.1999999999978509
2022-10-31,ALL,RF_longonly,quantile,BITW,2.6434678494325525e-13
2022-11-30,ALL,RF_longonly,quantile,BITW,0.0
2022-12-31,ALL,RF_longonly,quantile,BITW,0.0
2023-01-31,ALL,RF_longonly,quantile,BITW,0.0
2023-02-28,ALL,RF_longonly,quantile,BITW,0.0
2023-03-31,ALL,RF_longonly,quantile,BITW,0.0
2023-04-30,ALL,RF_longonly,quantile,BITW,1.608115537887854e-14
2023-05-31,ALL,RF_longonly,quantile,BITW,0.0
2023-06-30,ALL,RF_longonly,quantile,BITW,3.482357841438349e-14
2023-07-31,ALL,RF_longonly,quantile,BITW,1.0227728152137913e-15
2023-08-31,ALL,RF_longonly,quantile,BITW,0.0
2023-09-30,ALL,RF_longonly,quantile,BITW,0.10000000003912818
2023-10-31,ALL,RF_longonly,quantile,BITW,3.584890791199867e-13
2023-11-30,ALL,RF_longonly,quantile,BITW,1.8968960847403567e-13
2023-12-31,ALL,RF_longonly,quantile,BITW,7.571535807055583e-14
2024-01-31,ALL,RF_longonly,quantile,BITW,0.0
2024-02-29,ALL,RF_longonly,quantile,BITW,2.9956911351264495e-14
2024-03-31,ALL,RF_longonly,quantile,BITW,0.0
2024-04-30,ALL,RF_longonly,quantile,BITW,1.540835122284419e-12
2024-05-31,ALL,RF_longonly,quantile,BITW,0.0
2024-06-30,ALL,RF_longonly,quantile,BITW,9.893360775514209e-13
2024-07-31,ALL,RF_longonly,quantile,BITW,1.0003192521317534e-12
2024-08-31,ALL,RF_longonly,quantile,BITW,6.913935341209376e-15
2024-09-30,ALL,RF_longonly,quantile,BITW,0.0
2024-10-31,ALL,RF_longonly,quantile,BITW,5.340120146672353e-13
2024-11-30,ALL,RF_longonly,quantile,BITW,0.2
2024-12-31,ALL,RF_longonly,quantile,BITW,0.2
2025-01-31,ALL,RF_longonly,quantile,BITW,0.2
2025-02-28,ALL,RF_longonly,quantile,BITW,0.19999999999962415
2025-03-31,ALL,RF_longonly,quantile,BITW,0.19999999999842039
2025-04-30,ALL,RF_longonly,quantile,BITW,0.1999999999998468
2025-05-31,ALL,RF_longonly,quantile,BITW,0.19999999999995655
2025-06-30,ALL,RF_longonly,quantile,BITW,0.2
2025-07-31,ALL,RF_longonly,quantile,BITW,0.19999999999976528
2025-08-31,ALL,RF_longonly,quantile,BITW,0.1999999999999941
2025-09-30,ALL,RF_longonly,quantile,BITW,0.19999999999998944
2008-10-31,ALL,RF_longonly,quantile,CPER,
2008-11-30,ALL,RF_longonly,quantile,CPER,
2008-12-31,ALL,RF_longonly,quantile,CPER,
2009-01-31,ALL,RF_longonly,quantile,CPER,
2009-02-28,ALL,RF_longonly,quantile,CPER,
2009-03-31,ALL,RF_longonly,quantile,CPER,
2009-04-30,ALL,RF_longonly,quantile,CPER,
2009-05-31,ALL,RF_longonly,quantile,CPER,
2009-06-30,ALL,RF_longonly,quantile,CPER,
2009-07-31,ALL,RF_longonly,quantile,CPER,
2009-08-31,ALL,RF_longonly,quantile,CPER,
2009-09-30,ALL,RF_longonly,quantile,CPER,
2009-10-31,ALL,RF_longonly,quantile,CPER,5.198331939096846e-13
2009-11-30,ALL,RF_longonly,quantile,CPER,1.2721050622243115e-13
2009-12-31,ALL,RF_longonly,quantile,CPER,4.229905734847648e-12
2010-01-31,ALL,RF_longonly,quantile,CPER,2.6188902839123587e-12
2010-02-28,ALL,RF_longonly,quantile,CPER,2.3820694937458362e-11
2010-03-31,ALL,RF_longonly,quantile,CPER,1.8039803464673745e-12
2010-04-30,ALL,RF_longonly,quantile,CPER,2.621947956874345e-12
2010-05-31,ALL,RF_longonly,quantile,CPER,8.796427423926856e-12
2010-06-30,ALL,RF_longonly,quantile,CPER,0.03333333333149137
2010-07-31,ALL,RF_longonly,quantile,CPER,3.4815257700392744e-11
2010-08-31,ALL,RF_longonly,quantile,CPER,2.2390297938552672e-11
2010-09-30,ALL,RF_longonly,quantile,CPER,5.677817792446964e-13
2010-10-31,ALL,RF_longonly,quantile,CPER,4.6193905894292575e-12
2010-11-30,ALL,RF_longonly,quantile,CPER,1.1394678248298427e-12
2010-12-31,ALL,RF_longonly,quantile,CPER,1.0806566637974966e-13
2011-01-31,ALL,RF_longonly,quantile,CPER,5.740738320645037e-13
2011-02-28,ALL,RF_longonly,quantile,CPER,8.181742565297983e-13
2011-03-31,ALL,RF_longonly,quantile,CPER,1.3029506353981934e-12
2011-04-30,ALL,RF_longonly,quantile,CPER,1.5154096711671002e-12
2011-05-31,ALL,RF_longonly,quantile,CPER,5.027086440280831e-12
2011-06-30,ALL,RF_longonly,quantile,CPER,6.5854834848904616e-12
2011-07-31,ALL,RF_longonly,quantile,CPER,9.52733660400202e-12
2011-08-31,ALL,RF_longonly,quantile,CPER,3.5177541398005755e-12
2011-09-30,ALL,RF_longonly,quantile,CPER,1.1222974319938392e-12
2011-10-31,ALL,RF_longonly,quantile,CPER,1.9747630348873644e-13
2011-11-30,ALL,RF_longonly,quantile,CPER,0.03636363636491757
2011-12-31,ALL,RF_longonly,quantile,CPER,1.3316128446401902e-12
2012-01-31,ALL,RF_longonly,quantile,CPER,3.068036275671722e-12
2012-02-29,ALL,RF_longonly,quantile,CPER,5.01462601991265e-12
2012-03-31,ALL,RF_longonly,quantile,CPER,4.267230438461461e-12
2012-04-30,ALL,RF_longonly,quantile,CPER,4.400132919497373e-12
2012-05-31,ALL,RF_longonly,quantile,CPER,5.634339242331329e-12
2012-06-30,ALL,RF_longonly,quantile,CPER,3.289694334303803e-12
2012-07-31,ALL,RF_longonly,quantile,CPER,1.7658130984366195e-12
2012-08-31,ALL,RF_longonly,quantile,CPER,3.2484089798599875e-12
2012-09-30,ALL,RF_longonly,quantile,CPER,3.272237654953614e-12
2012-10-31,ALL,RF_longonly,quantile,CPER,3.4206335685379675e-12
2012-11-30,ALL,RF_longonly,quantile,CPER,2.5690316472953134e-12
2012-12-31,ALL,RF_longonly,quantile,CPER,6.0084180506064745e-12
2013-01-31,ALL,RF_longonly,quantile,CPER,1.718440792310138e-12
2013-02-28,ALL,RF_longonly,quantile,CPER,1.1412173846676522e-12
2013-03-31,ALL,RF_longonly,quantile,CPER,3.058692829229744e-13
2013-04-30,ALL,RF_longonly,quantile,CPER,2.6030880860417127e-13
2013-05-31,ALL,RF_longonly,quantile,CPER,0.1249999998776731
2013-06-30,ALL,RF_longonly,quantile,CPER,0.1249999999957776
2013-07-31,ALL,RF_longonly,quantile,CPER,1.3046034708435307e-11
2013-08-31,ALL,RF_longonly,quantile,CPER,0.050000000000939945
2013-09-30,ALL,RF_longonly,quantile,CPER,2.2955361932500368e-14
2013-10-31,ALL,RF_longonly,quantile,CPER,2.21317343219177e-12
2013-11-30,ALL,RF_longonly,quantile,CPER,1.9249884867143354e-13
2013-12-31,ALL,RF_longonly,quantile,CPER,7.869679328778009e-14
2014-01-31,ALL,RF_longonly,quantile,CPER,2.6007222004698102e-12
2014-02-28,ALL,RF_longonly,quantile,CPER,0.0
2014-03-31,ALL,RF_longonly,quantile,CPER,2.773866814040877e-14
2014-04-30,ALL,RF_longonly,quantile,CPER,0.0
2014-05-31,ALL,RF_longonly,quantile,CPER,1.9722370828536037e-12
2014-06-30,ALL,RF_longonly,quantile,CPER,2.846465861659555e-13
2014-07-31,ALL,RF_longonly,quantile,CPER,4.78539963021545e-13
2014-08-31,ALL,RF_longonly,quantile,CPER,1.7360325604110385e-12
2014-09-30,ALL,RF_longonly,quantile,CPER,0.09999999999800432
2014-10-31,ALL,RF_longonly,quantile,CPER,1.6173744927701834e-13
2014-11-30,ALL,RF_longonly,quantile,CPER,3.8507770519652253e-13
2014-12-31,ALL,RF_longonly,quantile,CPER,0.0500000000008891
2015-01-31,ALL,RF_longonly,quantile,CPER,0.024999999999600925
2015-02-28,ALL,RF_longonly,quantile,CPER,3.8083639598634045e-13
2015-03-31,ALL,RF_longonly,quantile,CPER,6.0910869295987355e-12
2015-04-30,ALL,RF_longonly,quantile,CPER,1.3471314608423786e-13
2015-05-31,ALL,RF_longonly,quantile,CPER,6.411256017370629e-12
2015-06-30,ALL,RF_longonly,quantile,CPER,4.833492842546088e-13
2015-07-31,ALL,RF_longonly,quantile,CPER,4.0075132466784724e-13
2015-08-31,ALL,RF_longonly,quantile,CPER,0.09999999999955574
2015-09-30,ALL,RF_longonly,quantile,CPER,0.09999999999965661
2015-10-31,ALL,RF_longonly,quantile,CPER,0.09999999998167095
2015-11-30,ALL,RF_longonly,quantile,CPER,0.11428571428581158
2015-12-31,ALL,RF_longonly,quantile,CPER,5.475641755881866e-13
2016-01-31,ALL,RF_longonly,quantile,CPER,5.853965133967175e-13
2016-02-29,ALL,RF_longonly,quantile,CPER,3.9948971865365773e-13
2016-03-31,ALL,RF_longonly,quantile,CPER,1.0769391402658667e-13
2016-04-30,ALL,RF_longonly,quantile,CPER,1.2750229396967621e-12
2016-05-31,ALL,RF_longonly,quantile,CPER,3.161080593385511e-14
2016-06-30,ALL,RF_longonly,quantile,CPER,9.143051985309902e-14
2016-07-31,ALL,RF_longonly,quantile,CPER,2.631008058620082e-13
2016-08-31,ALL,RF_longonly,quantile,CPER,1.935382309780949e-11
2016-09-30,ALL,RF_longonly,quantile,CPER,4.568687937472475e-13
2016-10-31,ALL,RF_longonly,quantile,CPER,9.773637027481138e-13
2016-11-30,ALL,RF_longonly,quantile,CPER,1.1788233810159376e-11
2016-12-31,ALL,RF_longonly,quantile,CPER,2.068247306521643e-13
2017-01-31,ALL,RF_longonly,quantile,CPER,7.954878397174466e-14
2017-02-28,ALL,RF_longonly,quantile,CPER,1.1380438309890302e-14
2017-03-31,ALL,RF_longonly,quantile,CPER,1.1701066415732058e-14
2017-04-30,ALL,RF_longonly,quantile,CPER,0.0
2017-05-31,ALL,RF_longonly,quantile,CPER,0.0
2017-06-30,ALL,RF_longonly,quantile,CPER,0.0
2017-07-31,ALL,RF_longonly,quantile,CPER,0.0
2017-08-31,ALL,RF_longonly,quantile,CPER,0.0
2017-09-30,ALL,RF_longonly,quantile,CPER,0.0
2017-10-31,ALL,RF_longonly,quantile,CPER,5.771711580973404e-13
2017-11-30,ALL,RF_longonly,quantile,CPER,5.130660255456225e-13
2017-12-31,ALL,RF_longonly,quantile,CPER,2.3218734999913165e-13
2018-01-31,ALL,RF_longonly,quantile,CPER,1.0815921469636049e-14
2018-02-28,ALL,RF_longonly,quantile,CPER,2.142286736318575e-12
2018-03-31,ALL,RF_longonly,quantile,CPER,1.3236526442610396e-11
2018-04-30,ALL,RF_longonly,quantile,CPER,1.975043578677081e-13
2018-05-31,ALL,RF_longonly,quantile,CPER,1.7833083703777617e-12
2018-06-30,ALL,RF_longonly,quantile,CPER,4.626263166235699e-13
2018-07-31,ALL,RF_longonly,quantile,CPER,0.0
2018-08-31,ALL,RF_longonly,quantile,CPER,2.2082487585439717e-12
2018-09-30,ALL,RF_longonly,quantile,CPER,6.423839271115126e-14
2018-10-31,ALL,RF_longonly,quantile,CPER,5.241197205178447e-14
2018-11-30,ALL,RF_longonly,quantile,CPER,5.728158181720377e-13
2018-12-31,ALL,RF_longonly,quantile,CPER,1.317060816695898e-12
2019-01-31,ALL,RF_longonly,quantile,CPER,4.202651728020397e-14
2019-02-28,ALL,RF_longonly,quantile,CPER,0.0
2019-03-31,ALL,RF_longonly,quantile,CPER,0.0
2019-04-30,ALL,RF_longonly,quantile,CPER,0.0
2019-05-31,ALL,RF_longonly,quantile,CPER,1.2199370765303164e-13
2019-06-30,ALL,RF_longonly,quantile,CPER,4.068063734339177e-12
2019-07-31,ALL,RF_longonly,quantile,CPER,0.0
2019-08-31,ALL,RF_longonly,quantile,CPER,0.0
2019-09-30,ALL,RF_longonly,quantile,CPER,0.0
2019-10-31,ALL,RF_longonly,quantile,CPER,8.80161118341046e-13
2019-11-30,ALL,RF_longonly,quantile,CPER,3.7128755452866415e-10
2019-12-31,ALL,RF_longonly,quantile,CPER,2.2824024583583152e-11
2020-01-31,ALL,RF_longonly,quantile,CPER,8.347357320364961e-14
2020-02-29,ALL,RF_longonly,quantile,CPER,6.920498703608418e-12
2020-03-31,ALL,RF_longonly,quantile,CPER,3.3632527938962107e-12
2020-04-30,ALL,RF_longonly,quantile,CPER,0.0
2020-05-31,ALL,RF_longonly,quantile,CPER,0.0
2020-06-30,ALL,RF_longonly,quantile,CPER,0.19999999999974308
2020-07-31,ALL,RF_longonly,quantile,CPER,0.19999999999924137
2020-08-31,ALL,RF_longonly,quantile,CPER,1.2806917256542107e-12
2020-09-30,ALL,RF_longonly,quantile,CPER,7.913282806060672e-13
2020-10-31,ALL,RF_longonly,quantile,CPER,1.3851563944872294e-12
2020-11-30,ALL,RF_longonly,quantile,CPER,1.1870447258312978e-11
2020-12-31,ALL,RF_longonly,quantile,CPER,0.19999999997920076
2021-01-31,ALL,RF_longonly,quantile,CPER,0.0
2021-02-28,ALL,RF_longonly,quantile,CPER,0.19999999997892282
2021-03-31,ALL,RF_longonly,quantile,CPER,1.509016866176892e-13
2021-04-30,ALL,RF_longonly,quantile,CPER,0.19999999998555246
2021-05-31,ALL,RF_longonly,quantile,CPER,0.19999999999878054
2021-06-30,ALL,RF_longonly,quantile,CPER,4.2337877539743717e-13
2021-07-31,ALL,RF_longonly,quantile,CPER,1.5295312106880423e-13
2021-08-31,ALL,RF_longonly,quantile,CPER,0.0
2021-09-30,ALL,RF_longonly,quantile,CPER,1.7201456661146562e-13
2021-10-31,ALL,RF_longonly,quantile,CPER,2.0552284923421942e-13
2021-11-30,ALL,RF_longonly,quantile,CPER,1.333867228174927e-14
2021-12-31,ALL,RF_longonly,quantile,CPER,0.0
2022-01-31,ALL,RF_longonly,quantile,CPER,5.5895937739695155e-12
2022-02-28,ALL,RF_longonly,quantile,CPER,8.275995276600155e-12
2022-03-31,ALL,RF_longonly,quantile,CPER,9.075672948614862e-13
2022-04-30,ALL,RF_longonly,quantile,CPER,0.0
2022-05-31,ALL,RF_longonly,quantile,CPER,0.0
2022-06-30,ALL,RF_longonly,quantile,CPER,0.0
2022-07-31,ALL,RF_longonly,quantile,CPER,0.0
2022-08-31,ALL,RF_longonly,quantile,CPER,7.405647761101053e-14
2022-09-30,ALL,RF_longonly,quantile,CPER,1.1079593263553156e-13
2022-10-31,ALL,RF_longonly,quantile,CPER,0.0
2022-11-30,ALL,RF_longonly,quantile,CPER,0.0
2022-12-31,ALL,RF_longonly,quantile,CPER,0.19999999998546764
2023-01-31,ALL,RF_longonly,quantile,CPER,9.544117950978544e-11
2023-02-28,ALL,RF_longonly,quantile,CPER,2.0827722626259847e-13
2023-03-31,ALL,RF_longonly,quantile,CPER,1.0945273292613562e-13
2023-04-30,ALL,RF_longonly,quantile,CPER,6.678811218871842e-14
2023-05-31,ALL,RF_longonly,quantile,CPER,0.0
2023-06-30,ALL,RF_longonly,quantile,CPER,5.505051391223999e-14
2023-07-31,ALL,RF_longonly,quantile,CPER,2.8300521552234796e-12
2023-08-31,ALL,RF_longonly,quantile,CPER,1.5768737079040327e-14
2023-09-30,ALL,RF_longonly,quantile,CPER,1.9696077438856033e-12
2023-10-31,ALL,RF_longonly,quantile,CPER,2.445327657446312e-13
2023-11-30,ALL,RF_longonly,quantile,CPER,1.183550855897196e-11
2023-12-31,ALL,RF_longonly,quantile,CPER,0.19999999993780354
2024-01-31,ALL,RF_longonly,quantile,CPER,3.8393434754207385e-13
2024-02-29,ALL,RF_longonly,quantile,CPER,3.2654543940480116e-13
2024-03-31,ALL,RF_longonly,quantile,CPER,3.973803191460642e-13
2024-04-30,ALL,RF_longonly,quantile,CPER,0.199999999999109
2024-05-31,ALL,RF_longonly,quantile,CPER,2.672982454587347e-13
2024-06-30,ALL,RF_longonly,quantile,CPER,1.835819810935707e-11
2024-07-31,ALL,RF_longonly,quantile,CPER,0.0
2024-08-31,ALL,RF_longonly,quantile,CPER,1.908430675692045e-14
